,C1,C2,C3
1972-04-21,-0.795455,-1.3148568,0.0
1972-04-24,-0.80731595,-1.3456196,0.0
1972-04-25,-0.8303219,-1.3644185,0.0
1972-04-26,-0.8339496,-1.3483789,0.0
1972-04-27,-0.8917687,-1.2780547,0.0
1972-04-28,-0.8740562,-1.2812837,0.0
1972-05-01,-0.88018763,-1.2788672,0.0
1972-05-02,-0.8709103,-1.2932372,0.0
1972-05-03,-0.86594754,-1.2989349,0.0
1972-05-04,-0.8626189,-1.3098272,0.0
1972-05-05,-0.8708446,-1.3187572,0.0
1972-05-08,-0.8660991,-1.317221,0.0
1972-05-09,-0.8385967,-1.3066512,0.0
1972-05-10,-0.84839165,-1.2983111,0.0
1972-05-11,-0.8558791,-1.2957335,0.0
1972-05-12,-0.86645496,-1.2815802,0.0
1972-05-15,-0.8628703,-1.267297,0.0
1972-05-16,-0.8438796,-1.2536833,0.0
1972-05-17,-0.82855964,-1.2205302,0.0
1972-05-18,-0.83711547,-1.2179924,0.0
1972-05-19,-0.84002936,-1.2242761,0.0
1972-05-22,-0.8528528,-1.1954155,0.0
1972-05-23,-0.86662704,-1.217608,0.0
1972-05-24,-0.8633555,-1.2189257,0.0
1972-05-25,-0.88425434,-1.2132771,0.0
1972-05-26,-0.88115895,-1.2114601,0.0
1972-05-30,-0.8821773,-1.2010149,0.0
1972-05-31,-0.87259114,-1.221142,0.0
1972-06-01,-0.84959525,-1.1898997,0.0
1972-06-02,-0.8340697,-1.1846268,0.0
1972-06-05,-0.82684577,-1.210233,0.0
1972-06-06,-0.8145262,-1.2162135,0.0
1972-06-07,-0.81995076,-1.2096446,0.0
1972-06-08,-0.8235439,-1.2172937,0.0
1972-06-09,-0.8241555,-1.2105234,0.0
1972-06-12,-0.8215933,-1.2049662,0.0
1972-06-13,-0.81697667,-1.2069118,0.0
1972-06-14,-0.81582093,-1.1589577,0.0
1972-06-15,-0.80454624,-1.1462069,0.0
1972-06-16,-0.7892071,-1.1391944,0.0
1972-06-19,-0.7891463,-1.1281793,0.0
1972-06-20,-0.78310966,-1.1264336,0.0
1972-06-21,-0.7716008,-1.1296147,0.0
1972-06-22,-0.75288826,-1.1233058,0.0
1972-06-23,-0.7432802,-1.1109462,0.0
1972-06-26,-0.7263057,-1.1009747,0.0
1972-06-27,-0.73186016,-1.0985113,0.0
1972-06-28,-0.7367084,-1.1070464,0.0
1972-06-29,-0.72222394,-1.1057678,0.0
1972-06-30,-0.7063441,-1.0919521,0.0
1972-07-03,-0.70825857,-1.0866332,0.0
1972-07-05,-0.7226839,-1.0894418,0.0
1972-07-06,-0.7293669,-1.0891173,0.0
1972-07-07,-0.7210138,-1.0945971,0.0
1972-07-10,-0.7165944,-1.0887376,0.0
1972-07-11,-0.7160498,-1.0880722,0.0
1972-07-12,-0.7216439,-1.0928571,0.0
1972-07-13,-0.7283647,-1.109311,0.0
1972-07-14,-0.74735564,-1.1248232,0.0
1972-07-17,-0.7483701,-1.1356155,0.0
1972-07-18,-0.74478287,-1.1354872,0.0
1972-07-19,-0.7556944,-1.1435626,0.0
1972-07-20,-0.7523731,-1.1531618,0.0
1972-07-21,-0.7478789,-1.1555893,0.0
1972-07-24,-0.7477647,-1.156598,0.0
1972-07-25,-0.7518594,-1.1581929,0.0
1972-07-26,-0.7590191,-1.1614423,0.0
1972-07-27,-0.7618031,-1.1983943,0.0
1972-07-28,-0.773298,-1.2275058,0.0
1972-07-31,-0.7849707,-1.2401203,0.0
1972-08-01,-0.78661025,-1.2446051,0.0
1972-08-02,-0.80374956,-1.2477543,0.0
1972-08-03,-0.79707694,-1.2432717,0.0
1972-08-04,-0.78644747,-1.2363733,0.0
1972-08-07,-0.7814425,-1.2331662,0.0
1972-08-08,-0.78233886,-1.2290446,0.0
1972-08-09,-0.7908907,-1.228524,0.0
1972-08-10,-0.7862489,-1.2309011,0.0
1972-08-11,-0.7840605,-1.2297598,0.0
1972-08-14,-0.77208686,-1.2251239,0.0
1972-08-15,-0.7710727,-1.2243896,0.0
1972-08-16,-0.7719706,-1.2257711,0.0
1972-08-17,-0.7713977,-1.2303399,0.0
1972-08-18,-0.75321174,-1.2171013,0.0
1972-08-21,-0.7409874,-1.199584,0.0
1972-08-22,-0.7275697,-1.1816559,0.0
1972-08-23,-0.7067616,-1.1687424,0.0
1972-08-24,-0.69512236,-1.1665072,0.0
1972-08-25,-0.66230655,-1.1695802,0.0
1972-08-28,-0.6433186,-1.1714777,0.0
1972-08-29,-0.6303557,-1.1676044,0.0
1972-08-30,-0.60929036,-1.1689527,0.0
1972-08-31,-0.60851014,-1.1588738,0.0
1972-09-01,-0.6114943,-1.157978,0.0
1972-09-05,-0.5912096,-1.1636635,0.0
1972-09-06,-0.5827336,-1.1702172,0.0
1972-09-07,-0.57918704,-1.1836829,0.0
1972-09-08,-0.57161796,-1.196568,0.0
1972-09-11,-0.57974035,-1.1910667,0.0
1972-09-12,-0.5744712,-1.1814206,0.0
1972-09-13,-0.56499654,-1.179052,0.0
1972-09-14,-0.5504247,-1.1696773,0.0
1972-09-15,-0.5587949,-1.1592405,0.0
1972-09-18,-0.569126,-1.1512008,0.0
1972-09-19,-0.57191056,-1.1464798,0.0
1972-09-20,-0.568185,-1.1549355,0.0
1972-09-21,-0.5592262,-1.1556615,0.0
1972-09-22,-0.53675425,-1.1404221,0.0
1972-09-25,-0.5360708,-1.1401454,0.0
1972-09-26,-0.5480108,-1.1266296,0.0
1972-09-27,-0.5463343,-1.1161327,0.0
1972-09-28,-0.5530616,-1.1134921,0.0
1972-09-29,-0.5541178,-1.100899,0.0
1972-10-02,-0.5618459,-1.1100109,0.0
1972-10-03,-0.54899645,-1.1215258,0.0
1972-10-04,-0.55609894,-1.1157568,0.0
1972-10-05,-0.5531787,-1.1083931,0.0
1972-10-06,-0.5572878,-1.1110346,0.0
1972-10-10,-0.5699145,-1.0912899,0.0
1972-10-11,-0.56848246,-1.0944974,0.0
1972-10-12,-0.5549377,-1.1073955,0.0
1972-10-13,-0.5509552,-1.1013386,0.0
1972-10-16,-0.5548229,-1.0954521,0.0
1972-10-17,-0.55619836,-1.0910578,0.0
1972-10-18,-0.5536893,-1.1027061,0.0
1972-10-19,-0.55479795,-1.1011139,0.0
1972-10-20,-0.5578197,-1.0981395,0.0
1972-10-24,-0.5698777,-1.0876122,0.0
1972-10-25,-0.56864256,-1.0839796,0.0
1972-10-26,-0.57160074,-1.0810378,0.0
1972-10-27,-0.56932795,-1.0843532,0.0
1972-10-30,-0.56335247,-1.0872021,0.0
1972-10-31,-0.5663869,-1.0838103,0.0
1972-11-01,-0.5737314,-1.0850979,0.0
1972-11-02,-0.59379053,-1.0724123,0.0
1972-11-03,-0.6068548,-1.0669494,0.0
1972-11-06,-0.617219,-1.0603323,0.0
1972-11-08,-0.59853005,-1.0586076,0.0
1972-11-09,-0.5986079,-1.065099,0.0
1972-11-10,-0.603582,-1.0690771,0.0
1972-11-13,-0.61359453,-1.05582,0.0
1972-11-14,-0.6160292,-1.0513948,0.0
1972-11-15,-0.6297162,-1.0420349,0.0
1972-11-16,-0.62537503,-1.0479941,0.0
1972-11-17,-0.6186267,-1.0493628,0.0
1972-11-20,-0.6201356,-1.0396453,0.0
1972-11-21,-0.6120715,-1.0410285,0.0
1972-11-22,-0.6064393,-1.035063,0.0
1972-11-24,-0.6030226,-1.0338671,0.0
1972-11-27,-0.58689827,-1.0375633,0.0
1972-11-28,-0.5864702,-1.0291804,0.0
1972-11-29,-0.588041,-1.0119522,0.0
1972-11-30,-0.58682334,-1.0173882,0.0
1972-12-01,-0.58384335,-1.0136609,0.0
1972-12-04,-0.5752684,-1.0045602,0.0
1972-12-05,-0.5668908,-1.0043063,0.0
1972-12-06,-0.5667386,-0.99883974,0.0
1972-12-07,-0.5683862,-0.994308,0.0
1972-12-08,-0.5603646,-0.9948145,0.0
1972-12-11,-0.5556806,-0.9893378,0.0
1972-12-12,-0.55991507,-0.9884896,0.0
1972-12-13,-0.5654954,-0.9925747,0.0
1972-12-14,-0.56721795,-0.9923724,0.0
1972-12-15,-0.56579286,-0.987538,0.0
1972-12-18,-0.5451696,-0.992329,0.0
1972-12-19,-0.5415232,-0.9913473,0.0
1972-12-20,-0.5398547,-0.9907795,0.0
1972-12-21,-0.5415754,-0.9819553,0.0
1972-12-22,-0.53798234,-0.9840094,0.0
1972-12-26,-0.53558654,-0.97788125,0.0
1972-12-27,-0.527741,-0.9765357,0.0
1972-12-28,-0.52285177,-0.98340356,0.0
1972-12-29,-0.51291275,-0.9818388,0.0
1973-01-02,-0.49873644,-0.98239905,0.0
1973-01-03,-0.50636435,-0.9768859,0.0
1973-01-04,-0.5163026,-0.97221386,0.0
1973-01-05,-0.5065213,-0.98298573,0.0
1973-01-08,-0.49738073,-0.99075615,0.0
1973-01-09,-0.49735475,-0.9835008,0.0
1973-01-10,-0.49084768,-0.9816182,0.0
1973-01-11,-0.48010638,-0.97048724,0.0
1973-01-12,-0.47035187,-0.968176,0.0
1973-01-15,-0.46672857,-0.95360696,0.0
1973-01-16,-0.45556965,-0.942353,0.0
1973-01-17,-0.45899767,-0.9391437,0.0
1973-01-18,-0.4500005,-0.93585753,0.0
1973-01-19,-0.43284714,-0.9388781,0.0
1973-01-22,-0.42351604,-0.94339186,0.0
1973-01-23,-0.42534238,-0.9299181,0.0
1973-01-24,-0.4143542,-0.93119895,0.0
1973-01-25,-0.40234888,-0.92874897,0.0
1973-01-26,-0.38141692,-0.9132721,0.0
1973-01-29,-0.37415728,-0.9163656,0.0
1973-01-30,-0.37742975,-0.9180496,0.0
1973-01-31,-0.37695515,-0.9167483,0.0
1973-02-01,-0.3503247,-0.9286753,0.0
1973-02-02,-0.3423527,-0.9412993,0.0
1973-02-05,-0.3442491,-0.95046425,0.0
1973-02-06,-0.3457895,-0.9567207,0.0
1973-02-07,-0.35870847,-0.9801432,0.0
1973-02-08,-0.36978704,-1.000681,0.0
1973-02-09,-0.38406333,-1.0023164,0.0
1973-02-13,-0.3786379,-0.9949031,0.0
1973-02-14,-0.38468143,-1.0088717,0.0
1973-02-15,-0.39907014,-1.0314734,0.0
1973-02-16,-0.39370298,-1.0388384,0.0
1973-02-20,-0.3574673,-1.0410479,0.0
1973-02-21,-0.3416526,-1.0206479,0.0
1973-02-22,-0.3457357,-1.0051998,0.0
1973-02-23,-0.34724617,-0.9853655,0.0
1973-02-26,-0.29840913,-0.97281677,0.0
1973-02-27,-0.29058728,-0.95219207,0.0
1973-02-28,-0.28953102,-0.95551836,0.0
1973-03-01,-0.2954613,-0.9576328,0.0
1973-03-02,-0.28220773,-0.9685339,0.0
1973-03-05,-0.2715598,-0.96194696,0.0
1973-03-06,-0.2557568,-0.9477441,0.0
1973-03-07,-0.26125377,-0.9393159,0.0
1973-03-08,-0.25813416,-0.9470646,0.0
1973-03-09,-0.24923393,-0.9342061,0.0
1973-03-12,-0.24012148,-0.9307095,0.0
1973-03-13,-0.23370624,-0.9176681,0.0
1973-03-14,-0.22348404,-0.91766167,0.0
1973-03-15,-0.20145899,-0.9052863,0.0
1973-03-16,-0.15849352,-0.88591665,0.0
1973-03-19,-0.16694947,-0.87338156,0.0
1973-03-20,-0.17271164,-0.8830479,0.0
1973-03-21,-0.17778653,-0.87841976,0.0
1973-03-22,-0.17784998,-0.8804642,0.0
1973-03-23,-0.17861184,-0.8751346,0.0
1973-03-26,-0.198322,-0.8623478,0.0
1973-03-27,-0.20286965,-0.86010563,0.0
1973-03-28,-0.20947525,-0.83731014,0.0
1973-03-29,-0.20986809,-0.83144814,0.0
1973-03-30,-0.17233703,-0.8394678,0.0
1973-04-02,-0.16852112,-0.8383962,0.0
1973-04-03,-0.17668432,-0.82654405,0.0
1973-04-04,-0.1916446,-0.8190135,0.0
1973-04-05,-0.19749722,-0.8191471,0.0
1973-04-06,-0.2430172,-0.8411786,0.0
1973-04-09,-0.2601863,-0.8445703,0.0
1973-04-10,-0.2526042,-0.8499265,0.0
1973-04-11,-0.23381908,-0.8463415,0.0
1973-04-12,-0.22977476,-0.8464598,0.0
1973-04-13,-0.2479575,-0.8289792,0.0
1973-04-16,-0.2513166,-0.8370381,0.0
1973-04-17,-0.2371316,-0.853354,0.0
1973-04-18,-0.23941822,-0.86877346,0.0
1973-04-19,-0.22604801,-0.8733533,0.0
1973-04-23,-0.20312178,-0.8759424,0.0
1973-04-24,-0.20985131,-0.87273943,0.0
1973-04-25,-0.21203372,-0.873716,0.0
1973-04-26,-0.23091987,-0.89473295,0.0
1973-04-27,-0.22271764,-0.89915943,0.0
1973-04-30,-0.21225023,-0.9005687,0.0
1973-05-01,-0.20393278,-0.9038441,0.0
1973-05-02,-0.20692283,-0.91739035,0.0
1973-05-03,-0.2072771,-0.92889285,0.0
1973-05-04,-0.20670362,-0.94192386,0.0
1973-05-07,-0.20749259,-0.94951415,0.0
1973-05-08,-0.2249757,-0.9635768,0.0
1973-05-09,-0.23874077,-0.97314465,0.0
1973-05-10,-0.23987505,-0.98302513,0.0
1973-05-11,-0.21748526,-0.9687997,0.0
1973-05-14,-0.21901575,-0.97150236,0.0
1973-05-15,-0.22798249,-0.9792085,0.0
1973-05-16,-0.23422909,-0.97861737,0.0
1973-05-17,-0.20889708,-0.96443164,0.0
1973-05-18,-0.19195545,-0.95989597,0.0
1973-05-21,-0.17771645,-0.9445701,0.0
1973-05-22,-0.16750677,-0.9270774,0.0
1973-05-23,-0.16283166,-0.91874504,0.0
1973-05-24,-0.17548451,-0.92553896,0.0
1973-05-25,-0.17016351,-0.9088403,0.0
1973-05-29,-0.15171735,-0.88641846,0.0
1973-05-30,-0.14661434,-0.8670539,0.0
1973-05-31,-0.14609814,-0.85726583,0.0
1973-06-01,-0.13465211,-0.85215163,0.0
1973-06-04,-0.118402705,-0.8183359,0.0
1973-06-05,-0.1306048,-0.7855091,0.0
1973-06-06,-0.1596743,-0.78805315,0.0
1973-06-07,-0.14671844,-0.7833529,0.0
1973-06-08,-0.15186709,-0.7713173,0.0
1973-06-11,-0.13978076,-0.7712698,0.0
1973-06-12,-0.14324132,-0.76239,0.0
1973-06-13,-0.14165276,-0.75501186,0.0
1973-06-14,-0.13787127,-0.7484823,0.0
1973-06-15,-0.13640416,-0.75057864,0.0
1973-06-18,-0.1283554,-0.7468724,0.0
1973-06-19,-0.12419462,-0.74559706,0.0
1973-06-20,-0.11975443,-0.7418097,0.0
1973-06-21,-0.12054543,-0.7456499,0.0
1973-06-22,-0.10877071,-0.75060654,0.0
1973-06-25,-0.09964836,-0.75624865,0.0
1973-06-26,-0.08771488,-0.74971086,0.0
1973-06-27,-0.075148,-0.73548555,0.0
1973-06-28,-0.059318155,-0.73799527,0.0
1973-06-29,-0.031286985,-0.70792913,0.0
1973-07-02,0.024073645,-0.6609297,0.0
1973-07-03,0.03136821,-0.6559673,0.0
1973-07-05,0.029486597,-0.6546947,0.0
1973-07-06,0.03938356,-0.6633466,0.0
1973-07-09,0.06453566,-0.6721099,0.0
