,C1,C2,C3
1971-08-16,7.444563804824789,0.4599974173303174,-1.087722606451054
1971-08-17,5.383101985240721,0.10157922659868301,-0.4729618316968942
1971-08-18,5.611628511173912,-0.36766624622212074,-0.6349208410389016
1971-08-19,4.810605264343074,-0.8214714342475578,-0.6571084094013311
1971-08-20,5.386252394061408,-0.631484338773312,-0.9129045065813187
1971-08-23,6.839985239352508,-0.5436397828396355,-1.2672907688124457
1971-08-24,5.565736743873508,-0.4493654213973688,-1.0128008249624423
1971-08-25,5.795142389635934,-0.4902725534608514,-0.9874710727387177
1971-08-26,5.428510621554047,-0.4582464305164997,-0.9454314467735779
1971-08-27,4.954976207757774,-0.36209325486465094,-0.8278014307327449
1971-08-30,4.6443670224637685,-0.5696246354051642,-0.9042957945892192
1971-08-31,4.092015716575332,-0.6215380900778813,-0.8199115657617055
1971-09-01,4.174410046276158,-0.2527518542362701,-1.1015933436499576
1971-09-02,3.8343480429686707,0.0732118966943025,-1.1477994396706985
1971-09-03,3.469909077525166,0.16498168906398902,-1.1684221468966711
1971-09-07,3.1011531875076486,0.3052259426954098,-1.197424446265829
1971-09-08,3.4891964433152722,0.38953821257281973,-1.41073666977683
1971-09-09,4.228992609046735,0.3733336655498425,-1.6853669301490528
1971-09-10,4.348604463132574,0.4759143352951227,-1.7271970364928246
1971-09-13,5.209138750666234,0.47627814104666477,-1.7012421792908494
1971-09-14,4.861053862513522,0.6464808215399795,-1.404641604613115
1971-09-15,4.414758136121911,0.43633857994046643,-1.1992726495360237
1971-09-16,4.160120449320907,0.437014132568212,-1.1674223147112612
1971-09-17,3.9299570287445746,0.5306328985383884,-1.170977225038873
1971-09-20,4.29060607906456,0.45931344662493157,-1.3396585175940228
1971-09-21,4.550538359755173,0.505550702670476,-1.4269731097908507
1971-09-22,4.770381110727392,0.49837789094454266,-1.4707402403405638
1971-09-23,4.73663071015914,0.41476599209198994,-1.368369618417614
1971-09-24,4.407684108225432,0.44862218673571963,-1.3192094648055037
1971-09-27,4.137358035211221,0.4879676221118556,-1.3122046628030202
1971-09-28,4.160991733665298,0.568801756371804,-1.410446287365403
1971-09-29,3.751141735217267,0.6732873338351677,-1.448773437716223
1971-09-30,2.9664619765404723,0.7193194158548266,-1.4074676235334043
1971-10-01,2.7090581828498514,0.5517433399290184,-1.373481721044946
1971-10-04,2.4754837125091527,0.34693165228734024,-1.5018105805667008
1971-10-05,2.7713391771805718,0.23945306336734884,-1.598243429900982
1971-10-06,2.439506383900458,0.27141902983380994,-1.5542744511153892
1971-10-07,2.4054459025513566,0.2725111276928178,-1.672357550128161
1971-10-08,1.993223293678355,0.15169073088549645,-1.637065044811909
1971-10-12,1.238825042494824,0.059414467287186135,-1.5241351111172472
1971-10-13,0.7152976801425126,-0.11526162163052067,-1.372817461635695
1971-10-14,0.6766685571965638,-0.24592350498742555,-1.2778417959002115
1971-10-15,0.8648554119590273,-0.2296235161569573,-1.2918500086449853
1971-10-18,1.2990170469178608,-0.27628276951647646,-1.2406369539605193
1971-10-19,1.3115923719968592,-0.2527169194078347,-1.2069982048734387
1971-10-20,0.6545533103500532,-0.4109431158989594,-0.9783374693570195
1971-10-21,0.41649660322692483,-0.3455523087139767,-1.0559034752317387
1971-10-22,0.34810264928252366,-0.33051140466566675,-1.0596085243357496
1971-10-26,0.09945258625906916,-0.49360702805234613,-1.103109332428272
1971-10-27,0.19254408923200828,-0.7433581393660234,-1.074957000368387
1971-10-28,0.04684746349584401,-0.601046040510357,-0.9893512810217155
1971-10-29,-0.519711762132772,-0.6711503709632227,-0.8030697788983692
1971-11-01,-0.9635353805004527,-0.4633653627272851,-0.8460324122454953
1971-11-03,-1.608634920935458,-0.43252718605658114,-1.1558759188335732
1971-11-04,-1.4954273340873954,-0.3968206037090729,-1.3990658465053034
1971-11-05,-1.5167169060123484,-0.30617421112624577,-1.3651990224946229
1971-11-08,-1.0381895891784723,-0.424420807385264,-1.4614915885587043
1971-11-09,-0.9612356220389771,-0.4570801131570965,-1.4575993810142782
1971-11-10,-0.24826929987680302,-0.5841493428011315,-1.5724663311026599
1971-11-11,-0.5807976190428548,-0.5416008849367646,-1.4499257740106661
1971-11-12,-0.9843457194089282,-0.5504007856027169,-1.2871091573887052
1971-11-15,-0.9366713544498424,-0.8330310563671324,-1.067934203421081
1971-11-16,-1.0841900049667714,-0.9592496005262277,-1.066053994462877
1971-11-17,-1.0887093791144125,-0.912073965175141,-1.0664635615713092
1971-11-18,-1.015325836059894,-0.917179226559055,-1.009251047626281
1971-11-19,-0.6390157302363946,-0.8881853331827987,-1.1003083168068244
1971-11-22,-0.22040764789387168,-0.9068218391260041,-1.1194349757561395
1971-11-23,0.6303384978974691,-0.9731116407842153,-1.2611808415227974
1971-11-24,1.1266710852161381,-0.9514929036360833,-1.188213120966089
1971-11-26,0.7225486192442219,-0.7786315088928966,-0.9696450384225678
1971-11-29,0.7202507334466759,-0.9478770027568189,-0.9819798479115148
1971-11-30,0.3794118352588072,-0.9829772847636074,-0.8539395706417989
1971-12-01,0.18571437665053026,-0.9227018841905963,-0.7700750306884186
1971-12-02,-0.10434181431539002,-0.9407019032770467,-0.7103002479655762
1971-12-03,-0.49979699422556223,-0.9826145802547455,-0.6665749263534113
1971-12-06,-0.4611386671236133,-1.0871752309257854,-0.8103301107630526
1971-12-07,-0.1032675691150331,-1.1726615625533947,-0.7964937137087089
1971-12-08,-0.2700607188568611,-1.2270812722754103,-0.7754242261373511
1971-12-09,0.03635031961544399,-1.2925308648358511,-0.891671843470616
