,C1,C2,C3
1972-06-23,0.6983081,-0.216907,-0.60921013
1972-06-26,0.78218055,-0.1702565,-0.62979895
1972-06-27,0.73589045,-0.17795987,-0.5871701
1972-06-28,0.73064256,-0.20790431,-0.59478
1972-06-29,0.82582414,-0.18168999,-0.6181496
1972-06-30,0.8869294,-0.12576582,-0.5989429
1972-07-03,0.8572647,-0.11673583,-0.5931767
1972-07-05,0.77105016,-0.14600135,-0.5859054
1972-07-06,0.7224934,-0.15663837,-0.57721484
1972-07-07,0.7919335,-0.15113975,-0.6115425
1972-07-10,0.8049481,-0.13072085,-0.61005837
1972-07-11,0.80604166,-0.12958471,-0.60223514
1972-07-12,0.7822973,-0.148393,-0.6023455
1972-07-13,0.77784956,-0.20393781,-0.558611
1972-07-14,0.6961537,-0.2656713,-0.5392539
1972-07-17,0.71736634,-0.2877824,-0.5619143
1972-07-18,0.74004275,-0.28226048,-0.5677312
1972-07-19,0.69482625,-0.31702146,-0.5601605
1972-07-20,0.74206907,-0.32860723,-0.5978562
1972-07-21,0.7809955,-0.3274321,-0.5929198
1972-07-24,0.78535306,-0.33192956,-0.5708384
1972-07-25,0.7622347,-0.34268895,-0.5569895
1972-07-26,0.7226562,-0.3584519,-0.5538234
1972-07-27,0.8145778,-0.43716878,-0.59737796
1972-07-28,0.8136695,-0.5206273,-0.56051683
1972-07-31,0.7747054,-0.565365,-0.5652601
1972-08-01,0.7750759,-0.5739734,-0.58573985
1972-08-02,0.6758462,-0.6089713,-0.56393796
1972-08-03,0.7057925,-0.5869753,-0.58515996
1972-08-04,0.7588189,-0.5595606,-0.59457713
1972-08-07,0.7824945,-0.54597974,-0.6061122
1972-08-08,0.7598696,-0.5367497,-0.60538936
1972-08-09,0.7044668,-0.5507566,-0.57603425
1972-08-10,0.7662291,-0.5615454,-0.5677006
1972-08-11,0.77288306,-0.55397964,-0.5677923
1972-08-14,0.8329697,-0.52625674,-0.55741084
1972-08-15,0.8310396,-0.52163607,-0.54569566
1972-08-16,0.8284427,-0.5271633,-0.53744173
1972-08-17,0.8457088,-0.5367285,-0.5365944
1972-08-18,0.91595775,-0.4798836,-0.5063095
1972-08-21,0.9411957,-0.4259172,-0.47367063
1972-08-22,0.9803498,-0.36955917,-0.45772418
1972-08-23,1.0847522,-0.3131216,-0.44752884
1972-08-24,1.1378103,-0.28294426,-0.4212223
1972-08-25,1.3682084,-0.23891798,-0.5022224
1972-08-28,1.5119865,-0.21723358,-0.5202937
1972-08-29,1.5891812,-0.19158776,-0.4804678
1972-08-30,1.7400631,-0.1727142,-0.4310404
1972-08-31,1.7123656,-0.14855817,-0.41910893
1972-09-01,1.6876233,-0.15114564,-0.40694684
1972-09-05,1.8341897,-0.13373344,-0.3851199
